local_time,gpu_index,gpu_name,memory_used_mb,memory_total_mb,gpu_util_percent
2026/06/24 20:13:24.633,0,NVIDIA GeForce RTX 5090,5650,32607,40
2026/06/24 20:13:25.709,0,NVIDIA GeForce RTX 5090,5650,32607,33
2026/06/24 20:13:26.805,0,NVIDIA GeForce RTX 5090,5650,32607,34
2026/06/24 20:13:27.876,0,NVIDIA GeForce RTX 5090,5650,32607,34
2026/06/24 20:13:28.926,0,NVIDIA GeForce RTX 5090,5650,32607,31
2026/06/24 20:13:29.978,0,NVIDIA GeForce RTX 5090,5650,32607,27
2026/06/24 20:13:31.048,0,NVIDIA GeForce RTX 5090,5650,32607,40
2026/06/24 20:13:32.145,0,NVIDIA GeForce RTX 5090,5650,32607,39
2026/06/24 20:13:33.240,0,NVIDIA GeForce RTX 5090,5650,32607,39
2026/06/24 20:13:34.332,0,NVIDIA GeForce RTX 5090,5650,32607,35
2026/06/24 20:13:35.391,0,NVIDIA GeForce RTX 5090,5650,32607,31
2026/06/24 20:13:36.488,0,NVIDIA GeForce RTX 5090,5650,32607,32
2026/06/24 20:13:37.565,0,NVIDIA GeForce RTX 5090,5650,32607,33
2026/06/24 20:13:38.656,0,NVIDIA GeForce RTX 5090,5650,32607,40
2026/06/24 20:13:39.748,0,NVIDIA GeForce RTX 5090,5650,32607,34
2026/06/24 20:13:40.803,0,NVIDIA GeForce RTX 5090,5650,32607,27
2026/06/24 20:13:41.904,0,NVIDIA GeForce RTX 5090,5650,32607,30
2026/06/24 20:13:42.985,0,NVIDIA GeForce RTX 5090,5650,32607,36
2026/06/24 20:13:44.085,0,NVIDIA GeForce RTX 5090,5650,32607,39
2026/06/24 20:13:45.154,0,NVIDIA GeForce RTX 5090,5650,32607,35
2026/06/24 20:13:46.252,0,NVIDIA GeForce RTX 5090,5650,32607,37
2026/06/24 20:13:47.349,0,NVIDIA GeForce RTX 5090,5650,32607,33
2026/06/24 20:13:48.449,0,NVIDIA GeForce RTX 5090,5650,32607,26
2026/06/24 20:13:49.541,0,NVIDIA GeForce RTX 5090,5650,32607,39
2026/06/24 20:13:50.595,0,NVIDIA GeForce RTX 5090,5650,32607,29
2026/06/24 20:13:51.665,0,NVIDIA GeForce RTX 5090,5650,32607,40
2026/06/24 20:13:52.720,0,NVIDIA GeForce RTX 5090,5650,32607,38
2026/06/24 20:13:53.821,0,NVIDIA GeForce RTX 5090,5650,32607,37
2026/06/24 20:13:54.921,0,NVIDIA GeForce RTX 5090,5650,32607,1
2026/06/24 20:13:55.977,0,NVIDIA GeForce RTX 5090,5650,32607,0
2026/06/24 20:13:57.064,0,NVIDIA GeForce RTX 5090,2,32607,0
2026/06/24 20:13:58.141,0,NVIDIA GeForce RTX 5090,2,32607,0
2026/06/24 20:13:59.236,0,NVIDIA GeForce RTX 5090,2,32607,0
2026/06/24 20:14:00.313,0,NVIDIA GeForce RTX 5090,2,32607,0
2026/06/24 20:14:01.385,0,NVIDIA GeForce RTX 5090,2,32607,0
2026/06/24 20:14:02.489,0,NVIDIA GeForce RTX 5090,2,32607,0
2026/06/24 20:14:03.594,0,NVIDIA GeForce RTX 5090,2,32607,0
2026/06/24 20:14:04.694,0,NVIDIA GeForce RTX 5090,2,32607,0
2026/06/24 20:14:05.756,0,NVIDIA GeForce RTX 5090,2,32607,0
2026/06/24 20:14:06.816,0,NVIDIA GeForce RTX 5090,2,32607,0
2026/06/24 20:14:07.876,0,NVIDIA GeForce RTX 5090,2,32607,0
2026/06/24 20:14:08.936,0,NVIDIA GeForce RTX 5090,2,32607,0
2026/06/24 20:14:10.044,0,NVIDIA GeForce RTX 5090,2,32607,0
2026/06/24 20:14:11.146,0,NVIDIA GeForce RTX 5090,2,32607,0
2026/06/24 20:14:12.226,0,NVIDIA GeForce RTX 5090,2,32607,0
2026/06/24 20:14:13.310,0,NVIDIA GeForce RTX 5090,2,32607,0
